passID;timestamp;stationRef;vehicleRef;charge
EHG8017401;26/8/2020 06:02;NE12;EV77EDV52985;1
UNX3701460;26/8/2020 08:36;NE03;QP02SYE47964;2.8
KOL3288068;26/8/2020 08:40;EG09;TV81MAQ99005;2.8
SAV5734889;26/8/2020 08:46;AO16;LG64ARC91224;13
COA7850252;26/8/2020 09:00;EG10;IN99SEN20660;2.8
BXM9164489;26/8/2020 10:09;KO00;HW75BKT77773;2.2
FCN4495501;26/8/2020 10:52;GF00;CK97FAU13897;2.5
FJU5430655;26/8/2020 11:01;OO01;AT19HLV57173;2.8
LPQ6867459;26/8/2020 11:57;EG03;CM15YCB60994;2
LMA6959694;26/8/2020 12:14;MR08;EZ65FLV39493;2.8
QRG2740644;26/8/2020 12:24;MR01;HE38BQH01623;2.8
FTD8675387;26/8/2020 12:43;OO11;QU94IGC75528;1.25
SRG3049064;26/8/2020 12:50;EG11;MU06LHX94338;1.5
MHE4955613;26/8/2020 13:25;MR06;OC94ASJ72024;1
BEZ0199880;26/8/2020 13:29;EG03;TE24LCO18661;1.25
NHK5562120;26/8/2020 13:30;EG05;EC02LZC49528;2.8
NIC6025527;26/8/2020 15:05;EG12;IN99SEN20660;2.8
LDJ4936876;26/8/2020 15:50;OO10;JF94VYA88954;2.8
EJZ4730516;26/8/2020 18:07;KO06;RV87TIY76692;2.5
WMZ1373684;26/8/2020 18:09;AO04;LG64ARC91224;13
XNT9902786;26/8/2020 19:32;NE11;JV67MTI17124;2.5
DDE9760613;26/8/2020 21:07;AO10;BM25PHF40639;13
TOG2872908;26/8/2020 21:09;EG02;IW53OQE31439;2.8
BBJ5065616;26/8/2020 22:09;GF00;PF04UCA93312;3.1
ILO0405462;26/8/2020 23:33;AO06;PE73VJU23485;2.8
CNB1350388;27/8/2020 00:31;KO09;WY00MLL63827;1
NQK1469972;27/8/2020 01:57;GF00;QN12NTR81378;2.8
GSG1756147;27/8/2020 02:09;EG12;MU06LHX94338;1.5
YMP8487031;27/8/2020 02:17;OO09;JE65QJK64802;1.25
KQZ0151936;27/8/2020 02:31;NE11;EG95RTB75032;2.8
OFA2412013;27/8/2020 03:00;EG08;KB55KTM48860;2.2
EIW5981127;27/8/2020 03:03;OO10;LC72NRN52084;3.1
YTC7574646;27/8/2020 03:05;EG07;EC02LZC49528;2.8
WGI1127615;27/8/2020 03:12;AO04;PE73VJU23485;2.8
QXD4081661;27/8/2020 03:32;KO05;YL27IFD65117;1.25
VPX5253801;27/8/2020 03:59;AO05;SL09NOT64494;2.8
QVQ1229065;27/8/2020 04:08;NE01;PD45WOT56494;2
FXB5119407;27/8/2020 04:30;KO01;WY00MLL63827;1
OUX4072244;27/8/2020 05:13;OO05;RK48BOP88344;2.8
LIV2789971;27/8/2020 06:41;EG10;EC02LZC49528;2.8
WGO9938790;27/8/2020 07:16;EG10;EC02LZC49528;2.8
NRS9123739;27/8/2020 07:20;GF00;LM86GYO69819;2.8
QGP4014781;27/8/2020 07:37;AO14;WU78BMX13511;2.8
WFZ1432005;27/8/2020 08:02;EG09;DW44ZOO26361;2.5
XCS3217488;27/8/2020 08:35;NE14;OY94SZK34436;2.5
YBM8878720;27/8/2020 09:13;GF00;UF84JOS00561;2.8
WCA7572626;27/8/2020 09:47;OO09;RK48BOP88344;2.8
XDH2457368;27/8/2020 09:50;EG12;MU06LHX94338;1.5
RAG1072018;27/8/2020 09:59;GF00;UF84JOS00561;2.8
GHD3384860;27/8/2020 10:55;NE09;YL27IFD65117;2.2
JYO4073372;27/8/2020 10:57;NE09;EV77EDV52985;1
MFG6077559;27/8/2020 14:20;MR04;XV91YMP27722;2.5
DPH2748262;27/8/2020 14:41;NE03;XE59BZM26378;2
RUX4330877;27/8/2020 15:22;AO13;DV04FQL29609;3.1
GLX3349380;27/8/2020 15:39;NE00;IA29IQS63679;1
BVB3755488;27/8/2020 16:05;GF00;IO09FGE68100;2.8
QQG1616825;27/8/2020 18:48;EG09;JO50FSF60755;2.2
EKX5512376;27/8/2020 21:36;NE03;SY96JDQ97089;1.25
CYG3280957;27/8/2020 21:47;MR04;QO68DIC93032;2.5
DIK7477330;27/8/2020 22:06;AO16;HE38BQH01623;2.8
LYT8651584;27/8/2020 22:24;AO05;HR53SRO94328;2.8
PCM8869982;27/8/2020 23:11;OO04;VJ92OYV94295;2.5
SYN4079089;28/8/2020 00:03;KO06;WY00MLL63827;1
THU0693657;28/8/2020 00:08;MR04;HE38BQH01623;2.8
IUB5698536;28/8/2020 00:16;MR06;QN23UHH39091;2.8
GNC7095612;28/8/2020 00:33;EG09;CM15YCB60994;2
RBY3168845;28/8/2020 00:58;GF00;IO09FGE68100;2.8
BBK4089557;28/8/2020 01:44;GF00;PF04UCA93312;3.1
BOM8708577;28/8/2020 02:56;OO03;QX75YWC61835;2.5
TJQ5644715;28/8/2020 03:00;AO04;EV77EDV52985;2.8
FCQ3151785;28/8/2020 04:21;NE02;WG11QVY31890;1.25
YBM1737679;28/8/2020 04:28;KO09;JD78PQD35395;2.2
SAY7074160;28/8/2020 05:11;EG00;IW53OQE31439;2.8
TQW1034300;28/8/2020 05:13;OO09;VJ92OYV94295;2.5
NGC8850484;28/8/2020 06:12;AO17;BM25PHF40639;13
YKD0497817;28/8/2020 06:47;KO01;WY00MLL63827;1
UEV4838241;28/8/2020 07:18;KO04;EN26OAB52983;2.5
VJS6084850;28/8/2020 07:24;OO06;JF94VYA88954;2.8
YFG8786316;28/8/2020 13:01;MR04;FY47TUN40300;2.2
TLL7111542;28/8/2020 14:59;AO01;BZ76ROL87339;1
FJL2637479;28/8/2020 16:11;OO01;JF94VYA88954;2.8
IJE8589878;28/8/2020 16:14;MR03;HR53SRO94328;13
GZZ5695665;28/8/2020 17:36;GF00;XF28DGK65250;2
ATW7506979;28/8/2020 18:16;NE04;OY94SZK34436;2.5
DDV6127473;28/8/2020 19:09;GF00;IO09FGE68100;2.8
SZP4759838;28/8/2020 19:12;AO17;DV04FQL29609;3.1
JKR7276167;28/8/2020 20:03;AO10;OC94ASJ72024;1
NKF7742494;28/8/2020 20:31;GF00;CK97FAU13897;2.5
FZD7521128;28/8/2020 21:54;OO07;QR03XCJ37459;2.8
ECS1799249;28/8/2020 22:40;AO19;PE73VJU23485;2.8
IVO8890837;29/8/2020 00:23;KO08;KB55KTM48860;2.5
KNN8996387;29/8/2020 00:38;AO08;PE73VJU23485;2.8
CVV1009017;29/8/2020 01:05;KO08;MQ65WJJ60020;1.25
YDW6230572;29/8/2020 01:50;KO06;RV87TIY76692;2.5
YMO8994001;29/8/2020 01:56;GF00;SL09NOT64494;2.5
ZRJ4262108;29/8/2020 02:33;MR01;HE38BQH01623;2.8
FHC3424645;29/8/2020 03:15;OO04;JF94VYA88954;2.8
FMW1542187;29/8/2020 03:29;AO19;OC94ASJ72024;1
QHS8507102;29/8/2020 03:47;NE15;NY14GZR94632;2.8
XVI9148339;29/8/2020 05:23;MR03;KF48RSD79865;2.8
OYV9541642;29/8/2020 08:31;MR07;KF48RSD79865;2.8
HTD4677809;29/8/2020 08:58;OO12;LC72NRN52084;3.1
QBS5464388;29/8/2020 09:10;OO13;NZ35XLQ89678;2.5
UYW4728729;29/8/2020 09:20;GF00;MA30QLI76818;2.5
WVX1361085;29/8/2020 10:42;AO18;BI87HYL81972;2.8
SDS2168072;29/8/2020 11:05;AO10;DV04FQL29609;3.1
QVZ7515002;29/8/2020 12:04;OO10;SY96JDQ97089;2
KFX0585608;29/8/2020 13:08;KO00;ZY93PCY41868;2
BPO2914435;29/8/2020 13:17;OO00;VJ92OYV94295;2.5
OKE7706863;29/8/2020 13:40;NE04;EV77EDV52985;1
YBT6990710;29/8/2020 13:41;OO05;JF94VYA88954;2.8
IVE8985126;29/8/2020 14:11;EG12;EC02LZC49528;2.8
KAS8783942;29/8/2020 15:05;GF00;IO09FGE68100;2.8
VCY9540007;29/8/2020 15:51;NE01;EV77EDV52985;1
YUV9101951;29/8/2020 15:51;OO10;IW53OQE31439;2
OCY5964471;29/8/2020 16:38;MR06;UA13YTK28483;2.8
AKB8688062;29/8/2020 16:55;GF00;WU78BMX13511;1
SBB1445529;29/8/2020 17:18;KO08;RV87TIY76692;2.5
BAQ2553973;29/8/2020 18:07;AO17;BM25PHF40639;13
WHN3145836;29/8/2020 18:54;OO07;AY38OQF67603;2.8
PAD5688583;29/8/2020 18:55;OO11;XV40HUQ04740;1
FNF3045439;29/8/2020 20:37;AO18;HT62RDI04611;2.8
VHS1333481;29/8/2020 22:07;KO00;IX01MVL33676;2.5
IAO6963655;29/8/2020 22:18;MR03;QH15HWX24570;3.1
OOT5031522;29/8/2020 22:58;OO02;QR03XCJ37459;2.8
DAL8112883;30/8/2020 00:01;AO09;QW79CHL42244;2.8
XMH2179020;30/8/2020 00:10;GF00;QN12NTR81378;2.8
NNB4423515;30/8/2020 00:16;GF00;MA30QLI76818;2.5
FNJ4906093;30/8/2020 00:52;MR06;XV91YMP27722;2.5
PKA0549596;30/8/2020 01:49;GF00;SL09NOT64494;2.5
LDF8288941;30/8/2020 02:14;OO06;JF94VYA88954;2.8
AHU6282827;30/8/2020 02:17;AO04;BZ76ROL87339;1
IPE4384051;30/8/2020 03:12;MR08;UA13YTK28483;2.8
FRX0784937;30/8/2020 03:57;NE13;UP28MBM38391;1
UCA9975221;30/8/2020 04:18;KO09;JO50FSF60755;2.2
WQI4468640;30/8/2020 05:21;NE03;IA29IQS63679;1
MMJ9351139;30/8/2020 06:05;KO06;QO77TFN61853;2.2
BOR3795018;30/8/2020 07:09;MR03;BI87HYL81972;1
GLB9448910;30/8/2020 07:48;MR01;VX68BAR38623;1.25
KHN6159830;30/8/2020 08:06;NE00;NO82BAX82566;3.1
WBK0733537;30/8/2020 09:15;KO08;IX01MVL33676;2.5
MFV8695389;30/8/2020 13:33;OO10;JO50FSF60755;2.5
KKD6733419;30/8/2020 13:34;MR02;HE38BQH01623;2.8
UPC1840876;30/8/2020 13:40;AO06;JV67MTI17124;2.8
CCW9186833;30/8/2020 14:41;GF00;PF04UCA93312;3.1
IRH5557914;30/8/2020 14:54;EG02;DW44ZOO26361;2.5
MIL5464349;30/8/2020 15:43;GF00;CP56DAO45598;2.8
TXH3118427;30/8/2020 15:49;GF00;CK97FAU13897;2.5
ITD9106850;30/8/2020 15:53;MR01;UA13YTK28483;2.8
MTI6143685;30/8/2020 17:31;EG07;MA30QLI76818;1.5
QDO5250759;30/8/2020 17:58;AO19;RR73DWB65452;2.8
QEG6298418;30/8/2020 19:06;NE11;NZ35XLQ89678;1.5
FAS2332942;30/8/2020 19:10;GF00;MA30QLI76818;2.5
OSM2843926;30/8/2020 19:47;KO09;RR98KQE80731;1.5
OKD4508953;30/8/2020 20:01;GF00;WU78BMX13511;1
EDI7231793;30/8/2020 20:03;KO01;MU06LHX94338;1.5
WQF4815543;30/8/2020 20:43;KO08;IX01MVL33676;2.5
YHA8502918;30/8/2020 21:39;GF00;MA30QLI76818;2.5
FKW3291264;30/8/2020 23:47;EG06;EC02LZC49528;2.8
HBB7186953;31/8/2020 00:12;OO04;BY85QGR11636;2.5
ETP3773157;31/8/2020 01:47;OO10;EE22TMX10817;2
ICB6227350;31/8/2020 03:30;MR04;BI87HYL81972;1
TTL8623693;31/8/2020 07:31;NE11;FY47TUN40300;1
LTB2765526;31/8/2020 07:47;KO04;ZY93PCY41868;1.5
FSM6886743;31/8/2020 09:20;EG09;DW44ZOO26361;2.5
KWO0286103;31/8/2020 09:23;AO08;KW50MJG67260;2.8
LNU7990883;31/8/2020 09:31;GF00;IO09FGE68100;2.8
LMZ0981566;31/8/2020 10:38;OO08;VJ92OYV94295;2.5
OCZ1729163;31/8/2020 10:47;EG11;IW53OQE31439;2.8
BVX7737713;31/8/2020 11:01;MR03;UA13YTK28483;2.8
ENI5879697;31/8/2020 11:09;EG00;QP02SYE47964;1.25
EPC6038812;31/8/2020 12:10;KO06;LG64ARC91224;2
QXS3595929;31/8/2020 13:25;GF00;CP56DAO45598;2.8
KGX2788925;31/8/2020 14:49;OO11;QR03XCJ37459;2.8
JPF6648510;31/8/2020 15:05;MR05;IZ65WAT29135;2
AAS4790455;31/8/2020 15:40;AO18;SY96JDQ97089;1.5
VSS6901951;31/8/2020 16:03;OO04;WG11QVY31890;1
PCC2233501;31/8/2020 16:18;KO02;WY00MLL63827;1
BTV0416859;31/8/2020 17:14;NE09;DV04FQL29609;2
GSX0812781;31/8/2020 17:56;EG09;EC02LZC49528;2.8
TUQ8056366;31/8/2020 18:09;OO06;XE59BZM26378;1
LHL9190081;31/8/2020 19:03;AO15;TZ48CCW54765;2.8
NKZ4848195;31/8/2020 19:12;EG09;RR73DWB65452;2
XRZ5886295;31/8/2020 19:49;KO06;IX01MVL33676;2.5
VDG4986230;31/8/2020 20:45;GF00;BY85QGR11636;2.5
LXI0989799;31/8/2020 20:54;MR03;HE38BQH01623;2.8
ABC1518584;31/8/2020 21:20;OO06;AY38OQF67603;2.8
HUU7392480;31/8/2020 21:29;EG10;TE24LCO18661;1.25
NZX3809032;31/8/2020 22:40;MR07;EZ65FLV39493;2.8
IIF6240793;31/8/2020 22:52;OO13;RK48BOP88344;2.8
RYO9902928;31/8/2020 22:55;NE01;PM58XHX45588;1.5
XUD3974480;31/8/2020 23:51;AO17;MQ65WJJ60020;2.8
IUK4247990;2020-01-09 01:43:00;MR06;KF48RSD79865;2.8
NYI5708259;2020-01-09 02:04:00;KO07;WY00MLL63827;1
FEO1909963;2020-01-09 03:45:00;KO05;RV87TIY76692;2.5
WZA8131867;2020-01-09 03:54:00;AO13;BZ76ROL87339;1
LIZ9153876;2020-01-09 04:08:00;KO06;ED51EWW52190;2.8
COM9003244;2020-01-09 05:41:00;AO14;DV04FQL29609;3.1
RGY3629528;2020-01-09 06:37:00;OO01;LC72NRN52084;3.1
IVN0882856;2020-01-09 07:57:00;NE02;PM58XHX45588;1.5
DBS8225427;2020-01-09 08:20:00;OO00;JD78PQD35395;2.8
ICV5729533;2020-01-09 08:42:00;AO18;HT62RDI04611;2.8
XHC7877441;2020-01-09 08:55:00;NE14;OY94SZK34436;2.5
RWY0484264;2020-01-09 10:10:00;NE08;EV77EDV52985;1
XIT9339855;2020-01-09 10:22:00;GF00;BY85QGR11636;2.5
WDG6750078;2020-01-09 10:23:00;EG05;DW44ZOO26361;2.5
CVO6216113;2020-01-09 13:12:00;KO06;ED51EWW52190;2.8
LXZ7415277;2020-01-09 14:36:00;MR01;QH15HWX24570;3.1
NEV4243223;2020-01-09 16:49:00;OO10;XV40HUQ04740;1
EVS6513180;2020-01-09 17:15:00;KO03;JO50FSF60755;2.2
XZS6538526;2020-01-09 17:24:00;NE13;NZ35XLQ89678;1.5
QJF1162558;2020-01-09 17:32:00;AO01;YL27IFD65117;2
TWX1328116;2020-01-09 18:18:00;AO12;HA82SCK64299;2.8
RSF1659798;2020-01-09 18:30:00;EG10;CM15YCB60994;2
UMB4434183;2020-01-09 18:32:00;AO01;IX01MVL33676;2.8
EUI1791700;2020-01-09 20:58:00;KO09;QN23UHH39091;2.5
EOO8932894;2020-01-09 21:21:00;NE07;HR53SRO94328;2.8
DBQ7319621;2020-01-09 21:21:00;OO05;XV40HUQ04740;1
VTC6817092;2020-01-09 21:59:00;EG10;QU94IGC75528;1.25
VJL9244546;2020-01-09 23:54:00;OO01;EE22TMX10817;2
PEE5026790;2020-02-09 00:07:00;OO00;EM54HQI58682;2.8
GFK8196874;2020-02-09 01:15:00;KO02;RK48BOP88344;2.2
LAR8918068;2020-02-09 01:24:00;NE14;VX68BAR38623;1.5
OMT3294589;2020-02-09 01:41:00;EG05;FY47TUN40300;2.2
WWU2286115;2020-02-09 02:02:00;KO04;WY00MLL63827;1
AWR7972005;2020-02-09 02:08:00;GF00;MA30QLI76818;2.5
BWT8925214;2020-02-09 02:13:00;NE04;NO82BAX82566;3.1
GWN0394674;2020-02-09 02:50:00;MR03;UA13YTK28483;2.8
GYV4595628;2020-02-09 02:56:00;AO01;PE73VJU23485;2.8
GTV3262181;2020-02-09 03:39:00;AO18;RR73DWB65452;2.8
PBL4240719;2020-02-09 07:58:00;GF00;MA30QLI76818;2.5
YYU5435686;2020-02-09 08:24:00;GF00;BY85QGR11636;2.5
GEE1785876;2020-02-09 08:27:00;EG03;JD78PQD35395;1
YMB8649607;2020-02-09 08:43:00;OO13;JF94VYA88954;2.8
WLZ8478229;2020-02-09 08:53:00;NE15;NZ35XLQ89678;1.5
NJD9759423;2020-02-09 08:55:00;NE04;EG95RTB75032;2.8
FER5717797;2020-02-09 09:01:00;NE11;PM58XHX45588;1.5
NCO4217081;2020-02-09 10:47:00;EG09;JD78PQD35395;1
BUB4263461;2020-02-09 11:32:00;MR06;HA82SCK64299;1.5
CLY0495235;2020-02-09 12:16:00;OO03;XV40HUQ04740;1
YXB1475585;2020-02-09 12:18:00;KO05;WY00MLL63827;1
IFN9134292;2020-02-09 12:41:00;EG06;IN99SEN20660;1.5
DYN2581002;2020-02-09 12:49:00;KO04;JO50FSF60755;2.2
OPA1845787;2020-02-09 13:44:00;KO05;KB55KTM48860;2.5
EEZ3294854;2020-02-09 14:36:00;AO02;MX39VOS38645;2.8
UTJ4904205;2020-02-09 15:51:00;AO12;BM25PHF40639;13
MJX7860157;2020-02-09 16:47:00;NE13;YX66XYW62640;3.1
EQK7538620;2020-02-09 16:59:00;MR07;KF48RSD79865;2.8
BLX7099725;2020-02-09 17:52:00;GF00;PF04UCA93312;3.1
TAZ0945753;2020-02-09 17:56:00;MR02;KF48RSD79865;2.8
DPG0999196;2020-02-09 19:48:00;AO08;LM86GYO69819;2.8
EHV1188309;2020-02-09 20:35:00;AO17;YL27IFD65117;2
KVJ0061440;2020-02-09 20:36:00;MR01;BI87HYL81972;1
ZHT5052981;2020-02-09 20:36:00;NE12;BK77KNV91142;2
YTP3242560;2020-02-09 21:42:00;GF00;PF04UCA93312;3.1
ODW3828233;2020-02-09 22:17:00;KO05;QW79CHL42244;2.8
HSL1695016;2020-03-09 00:41:00;MR07;EZ65FLV39493;2.8
PAB5983890;2020-03-09 01:20:00;KO01;IX01MVL33676;2.5
SAW9945322;2020-03-09 01:42:00;MR02;UA13YTK28483;2.8
UWN6824373;2020-03-09 02:23:00;NE16;FY47TUN40300;1
XDK8497161;2020-03-09 02:48:00;OO06;AY38OQF67603;2.8
PCG3678098;2020-03-09 03:29:00;EG07;IN99SEN20660;2.8
UOC8306627;2020-03-09 05:26:00;EG12;HW75BKT77773;2.8
PHF0519200;2020-03-09 05:31:00;KO08;WY00MLL63827;1
PGM4147828;2020-03-09 06:25:00;OO01;LC72NRN52084;3.1
YSE1820295;2020-03-09 06:40:00;GF00;YX66XYW62640;3.1
KPU1146356;2020-03-09 07:25:00;KO06;JO50FSF60755;2.2
FRQ2394955;2020-03-09 08:32:00;AO10;XV91YMP27722;2.8
NBF1708239;2020-03-09 08:42:00;GF00;MA30QLI76818;2.5
UUJ2393580;2020-03-09 09:38:00;MR03;HE38BQH01623;2.8
VRH5699602;2020-03-09 09:41:00;KO06;ZY93PCY41868;1.5
IQZ5794773;2020-03-09 09:47:00;MR01;KF48RSD79865;2.8
CRC8635033;2020-03-09 09:54:00;MR05;NO82BAX82566;2.8
FRL3466949;2020-03-09 10:18:00;AO07;IW53OQE31439;2.8
YHD9067641;2020-03-09 11:02:00;EG12;TV81MAQ99005;2.8
VCZ3033150;2020-03-09 11:20:00;KO04;IX01MVL33676;2.5
JLU0010561;2020-03-09 11:28:00;MR07;EC02LZC49528;1.5
PSA7898806;2020-03-09 12:15:00;OO00;VJ92OYV94295;2.5
NQC1425170;2020-03-09 12:23:00;AO09;HT62RDI04611;2.8
TBE7532807;2020-03-09 12:57:00;KO05;ZY93PCY41868;1.5
OTH3972187;2020-03-09 13:18:00;NE04;OY94SZK34436;2.5
HTN9254845;2020-03-09 13:23:00;EG08;IN99SEN20660;2.8
LDG2721219;2020-03-09 15:00:00;EG11;DO24BCW15511;2.5
FVA7471619;2020-03-09 15:39:00;KO00;ED51EWW52190;2.8
QRX3944192;2020-03-09 16:28:00;AO06;HT62RDI04611;2.8
EKS9045941;2020-03-09 16:59:00;MR02;HE38BQH01623;2.8
IUI3442388;2020-03-09 17:44:00;OO02;EC02LZC49528;1.5
KOY8236745;2020-03-09 18:55:00;EG11;DW44ZOO26361;2.5
QYD2378711;2020-03-09 19:23:00;AO19;CR31GMR97972;2.8
WZN9862577;2020-03-09 20:02:00;NE08;EV77EDV52985;1
SHG4296626;2020-03-09 21:01:00;KO07;ZY93PCY41868;1.5
DLK3478901;2020-03-09 21:04:00;AO00;YL27IFD65117;2
QNI3071122;2020-03-09 22:09:00;KO03;QW79CHL42244;2.8
WQD4665555;2020-03-09 23:09:00;OO13;WG11QVY31890;1.25
NKF4025916;2020-04-09 00:04:00;MR00;HT62RDI04611;1.5
OOE6589821;2020-04-09 01:23:00;NE02;IA29IQS63679;1
TBY0415232;2020-04-09 02:13:00;GF00;CP56DAO45598;2.8
HSS2795668;2020-04-09 02:54:00;NE09;PM58XHX45588;1.5
WUM6227291;2020-04-09 03:04:00;OO09;JF94VYA88954;2.8
GHY6408339;2020-04-09 03:27:00;NE06;BK77KNV91142;2.2
VBI3094339;2020-04-09 03:56:00;KO01;WY00MLL63827;1
NPZ6179294;2020-04-09 04:59:00;MR07;RR98KQE80731;1.25
CUQ7031651;2020-04-09 05:54:00;GF00;UF84JOS00561;2.8
WHR8317046;2020-04-09 06:18:00;NE00;QR03XCJ37459;2
TDF8181202;2020-04-09 06:26:00;GF00;KW50MJG67260;2.2
JTV6535058;2020-04-09 07:11:00;AO00;LC72NRN52084;2.8
YVS0673333;2020-04-09 08:39:00;NE13;CK97FAU13897;1.25
CGJ7623400;2020-04-09 09:58:00;OO06;EN26OAB52983;1.5
YPZ7014265;2020-04-09 10:15:00;NE00;PM58XHX45588;1.5
VWC5116958;2020-04-09 10:17:00;OO06;VJ92OYV94295;2.5
EWO6144221;2020-04-09 11:02:00;NE05;OC94ASJ72024;2.8
CKO3227924;2020-04-09 11:59:00;GF00;MA30QLI76818;2.5
LDB1128172;2020-04-09 12:30:00;NE05;PM58XHX45588;1.5
VRA8937603;2020-04-09 13:02:00;EG06;IW53OQE31439;2.8
YZB9618643;2020-04-09 14:07:00;MR05;BI87HYL81972;1
LVX7199819;2020-04-09 15:29:00;OO07;WG11QVY31890;1
HJE0230539;2020-04-09 15:47:00;KO02;TE24LCO18661;1.25
KMO8598069;2020-04-09 17:15:00;MR06;IZ65WAT29135;2
YFG0976175;2020-04-09 18:36:00;AO09;JF94VYA88954;2.8
MCQ7782632;2020-04-09 19:49:00;MR05;UA13YTK28483;2.8
RXP6325858;2020-04-09 20:28:00;MR05;HR53SRO94328;13
DZS7677298;2020-04-09 20:35:00;EG09;IN99SEN20660;2.8
YPK6766320;2020-04-09 21:08:00;EG02;DW44ZOO26361;2.5
ZBC6597222;2020-04-09 21:15:00;GF00;MA30QLI76818;2.5
RFM1583328;2020-04-09 22:11:00;NE01;NZ35XLQ89678;1.5
NKX9554451;2020-04-09 22:13:00;KO00;EV77EDV52985;2
EIL2016973;2020-04-09 23:05:00;EG12;IW53OQE31439;2.8
UZC9331608;2020-04-09 23:38:00;EG00;UF84JOS00561;2
DSM1445963;2020-05-09 00:48:00;NE00;PD45WOT56494;2
HYM0131201;2020-05-09 01:04:00;NE16;VX68BAR38623;1.5
BZX4945299;2020-05-09 01:21:00;AO09;RR73DWB65452;2.8
ABE4483114;2020-05-09 02:07:00;OO12;AY38OQF67603;2.8
JAJ5220354;2020-05-09 02:35:00;EG11;IW53OQE31439;2.8
LRV4390589;2020-05-09 03:11:00;EG07;XE59BZM26378;2.5
YIX6313656;2020-05-09 04:06:00;OO12;EE22TMX10817;2
XJZ7723679;2020-05-09 04:44:00;MR04;EG95RTB75032;1.5
KEO4757076;2020-05-09 04:56:00;NE13;IA29IQS63679;1
OWF3331871;2020-05-09 05:40:00;MR04;QN23UHH39091;2.8
DSS5926989;2020-05-09 06:51:00;AO07;RR73DWB65452;2.8
NIQ5381446;2020-05-09 08:11:00;AO15;PE73VJU23485;2.8
HLE1423234;2020-05-09 09:32:00;KO04;WY00MLL63827;1
IFO2567434;2020-05-09 11:11:00;GF00;UF84JOS00561;2.8
TIE7192376;2020-05-09 11:11:00;GF00;BY85QGR11636;2.5
WWQ5539728;2020-05-09 11:11:00;NE10;VX68BAR38623;1.5
LKV3864936;2020-05-09 13:47:00;NE09;VX68BAR38623;1.5
NTY6083423;2020-05-09 13:53:00;KO00;QO77TFN61853;2.2
DPR4123064;2020-05-09 15:29:00;GF00;BY85QGR11636;2.5
AEZ2894113;2020-05-09 15:38:00;KO03;KB55KTM48860;2.5
CYI1922871;2020-05-09 18:47:00;NE09;OY94SZK34436;2.5
MPH4144851;2020-05-09 18:52:00;MR02;HE38BQH01623;2.8
WGQ8464436;2020-05-09 20:06:00;NE10;PM58XHX45588;1.25
MVN2722159;2020-05-09 20:14:00;MR02;BI87HYL81972;1
KCB8529807;2020-05-09 20:29:00;EG04;MU06LHX94338;1.5
OZU6046679;2020-05-09 21:06:00;EG06;IW53OQE31439;2.8
NHD9369204;2020-05-09 21:40:00;EG00;MU06LHX94338;1.5
CYH8854734;2020-05-09 22:11:00;KO05;WY00MLL63827;1
RKD7091175;2020-05-09 22:46:00;EG10;EC02LZC49528;2.8
NUU3987845;2020-06-09 00:43:00;MR05;HE38BQH01623;2.8
JHT8107328;2020-06-09 01:22:00;GF00;YX66XYW62640;3.1
VPH1712581;2020-06-09 03:14:00;NE07;PM58XHX45588;1.5
XSG3542271;2020-06-09 03:24:00;EG11;MU06LHX94338;1.5
QDM0353985;2020-06-09 03:26:00;EG11;TZ48CCW54765;3.1
EUI1313647;2020-06-09 04:09:00;EG10;CM15YCB60994;2
ATJ1431569;2020-06-09 04:44:00;GF00;MA30QLI76818;2.5
KJH3180439;2020-06-09 04:49:00;KO00;DO24BCW15511;1.25
NZZ2169502;2020-06-09 04:53:00;EG05;MU06LHX94338;1.5
IEJ6136479;2020-06-09 04:54:00;NE15;PM58XHX45588;2
SFW1730046;2020-06-09 05:21:00;EG10;TE24LCO18661;1.25
FWO5623819;2020-06-09 07:03:00;OO10;JF94VYA88954;2.8
OQP5624548;2020-06-09 09:40:00;KO01;KB55KTM48860;2.5
QMJ3068337;2020-06-09 09:44:00;NE05;VX68BAR38623;1.5
GXZ9783635;2020-06-09 11:11:00;MR05;EZ65FLV39493;2.8
OLV7703070;2020-06-09 11:30:00;MR05;HA82SCK64299;1.5
DEU2504730;2020-06-09 12:44:00;OO10;RK48BOP88344;2.8
JXK0907746;2020-06-09 14:07:00;KO01;BK77KNV91142;1
IYQ3671352;2020-06-09 14:48:00;NE12;JV67MTI17124;2.5
ETK7901448;2020-06-09 15:41:00;GF00;UF84JOS00561;2.8
KQW0419940;2020-06-09 16:16:00;NE09;NY14GZR94632;2.8
DLV7277603;2020-06-09 17:17:00;OO03;JF94VYA88954;2.8
KYT6447296;2020-06-09 17:59:00;NE15;NZ35XLQ89678;2.2
OHF0636410;2020-06-09 18:01:00;MR02;QO68DIC93032;2.5
HES2125098;2020-06-09 18:41:00;NE08;EG95RTB75032;2.8
GPM5006322;2020-06-09 19:15:00;AO08;PE73VJU23485;2.8
EKV6104583;2020-06-09 20:36:00;KO01;UO75YNW62238;2.8
NGI7819481;2020-06-09 20:54:00;MR03;QN23UHH39091;2.8
CUZ8729900;2020-06-09 21:02:00;EG01;IW53OQE31439;2.8
SBP8647767;2020-06-09 21:33:00;AO12;YL27IFD65117;2
FBS1271453;2020-06-09 22:15:00;NE13;RK48BOP88344;2.5
DKM0546590;2020-06-09 22:23:00;OO10;PM58XHX45588;1.25
